Price,Close,High,Low,Open,Volume
Ticker,AMD,AMD,AMD,AMD,AMD
Datetime,,,,,
2025-07-08 13:30:00+00:00,136.6125030517578,137.33999633789062,136.14999389648438,137.3350067138672,2678411
2025-07-08 13:35:00+00:00,136.0093994140625,136.6894073486328,135.97000122070312,136.5399932861328,700096
2025-07-08 13:40:00+00:00,136.5,136.5800018310547,135.91000366210938,135.96499633789062,594305
2025-07-08 13:45:00+00:00,136.68580627441406,136.82000732421875,136.32000732421875,136.5050048828125,584519
2025-07-08 13:50:00+00:00,136.85169982910156,136.8699951171875,136.4199981689453,136.63999938964844,439646
2025-07-08 13:55:00+00:00,136.4199981689453,136.85000610351562,136.39999389648438,136.83999633789062,445927
2025-07-08 14:00:00+00:00,136.75999450683594,137.043701171875,136.2899932861328,136.42999267578125,617772
2025-07-08 14:05:00+00:00,136.28579711914062,136.81629943847656,136.23300170898438,136.75999450683594,462868
2025-07-08 14:10:00+00:00,136.97000122070312,137.125,136.25999450683594,136.30999755859375,473430
2025-07-08 14:15:00+00:00,137.11000061035156,137.39500427246094,136.94090270996094,136.9698944091797,692301
2025-07-08 14:20:00+00:00,136.8800048828125,137.24000549316406,136.7899932861328,137.11000061035156,455326
2025-07-08 14:25:00+00:00,137.6280059814453,137.74639892578125,136.61000061035156,136.83999633789062,868504
2025-07-08 14:30:00+00:00,138.45010375976562,138.72000122070312,137.63499450683594,137.64999389648438,1332083
2025-07-08 14:35:00+00:00,138.42999267578125,138.47970581054688,138.0399932861328,138.47000122070312,755120
2025-07-08 14:40:00+00:00,138.44000244140625,138.6199951171875,137.97999572753906,138.42120361328125,795522
2025-07-08 14:45:00+00:00,138.3300018310547,138.44000244140625,138.0,138.44000244140625,631195
2025-07-08 14:50:00+00:00,137.88119506835938,138.42999267578125,137.6999969482422,138.30999755859375,643433
2025-07-08 14:55:00+00:00,138.74000549316406,138.7899932861328,137.8300018310547,137.8800048828125,648918
2025-07-08 15:00:00+00:00,138.5500030517578,139.14999389648438,138.52999877929688,138.74000549316406,1006969
2025-07-08 15:05:00+00:00,138.93499755859375,139.1165008544922,138.5500030517578,138.5500030517578,687984
2025-07-08 15:10:00+00:00,138.9199981689453,138.97999572753906,138.77059936523438,138.93479919433594,472492
2025-07-08 15:15:00+00:00,138.15499877929688,138.92559814453125,138.13499450683594,138.89999389648438,534485
2025-07-08 15:20:00+00:00,137.63999938964844,138.20669555664062,137.58999633789062,138.17999267578125,618442
2025-07-08 15:25:00+00:00,137.5019989013672,137.75999450683594,137.41000366210938,137.64999389648438,626590
2025-07-08 15:30:00+00:00,137.77999877929688,138.00999450683594,137.5,137.5,478936
2025-07-08 15:35:00+00:00,137.7593994140625,137.84959411621094,137.64370727539062,137.77239990234375,281529
2025-07-08 15:40:00+00:00,137.77499389648438,137.83999633789062,137.3748016357422,137.75,399603
2025-07-08 15:45:00+00:00,137.89999389648438,138.0399932861328,137.72000122070312,137.77000427246094,306044
2025-07-08 15:50:00+00:00,137.78990173339844,137.9600067138672,137.57000732421875,137.9199981689453,299316
2025-07-08 15:55:00+00:00,137.77000427246094,137.8300018310547,137.6761016845703,137.7696990966797,205379
2025-07-08 16:00:00+00:00,137.7653045654297,137.82000732421875,137.66000366210938,137.77000427246094,280106
2025-07-08 16:05:00+00:00,137.5050048828125,137.75399780273438,137.4499969482422,137.72999572753906,259943
2025-07-08 16:10:00+00:00,137.5897979736328,137.6555938720703,137.36000061035156,137.5,356789
2025-07-08 16:15:00+00:00,137.39500427246094,137.61000061035156,137.27310180664062,137.58999633789062,326107
2025-07-08 16:20:00+00:00,138.1699981689453,138.22000122070312,137.3699951171875,137.39500427246094,486220
2025-07-08 16:25:00+00:00,138.27999877929688,138.39999389648438,138.11000061035156,138.17999267578125,414947
